pid,ad_id,overall_rating,free_response
852,1465912,7,
671,1471578,3,
756,1471808,3,
844,1478616,5,
780,1472295,4,
811,1462090,4,"The lack of contrast between the headline and the background (sorry, I could have selected bad design as a reason earlier)"
814,1468959,4,
701,1462838,6,none
729,1462792,3,
846,1462836,4,
743,1463461,5,
821,1462747,3,Would like to know the name of the app.
794,1466260,4,
819,1476838,6,
789,1480643,6,
826,1465673,1,
867,1479071,1,
687,1463579,3,
799,1478371,5,
870,1470849,2,
813,1477037,5,
817,1462728,2,
852,1474246,5,
693,1462772,4,
823,1476943,6,Puppies are cute and saving up to $19.99 is a really good deal.
749,1465703,5,
835,1474812,6,
798,1461495,3,
748,1463163,6,It looks like the type of games that I enjoy playing.
762,1463844,1,
827,1466412,1,
875,1476603,3,
793,1464003,2,
761,1476490,4,
836,1465916,1,
837,1464751,1,
866,1467135,5,
716,1462839,1,Looks like an advertisement a scammer would use to get you to download bad software on to your computer.
870,1474796,1,
695,1463160,6,
833,1473388,3,
881,1477945,4,
735,1464539,5,
785,1467945,5,Kind of Bland color wise.
829,1463875,3,
846,1465106,3,
713,1476143,6,
717,1477164,5,
826,1462354,4,
838,1479228,5,
789,1465673,2,
871,1477335,3,"it doesn't apply to me, if i'm over 50 then i would take a look"
787,1462772,5,
823,1468348,2,I don't like Drake.
853,1462524,1,
870,1466411,1,
670,1473738,6,
813,1466493,6,
827,1463810,4,
822,1475428,1,"Pretty hard to read, very poorly designed"
867,1462442,1,
793,1479182,6,
851,1465095,1,
806,1470429,3,
888,1468142,4,
833,1469331,6,
717,1472421,3,
816,1477983,6,
853,1478327,2,
722,1469656,6,"Beautiful colors, but I dislike Amazon"
772,1470998,3,The background is just about a perfect match to my favorite color.
881,1461482,5,
872,1466220,3,
848,1470355,3,
837,1472499,2,
701,1469331,7,none
875,1469144,5,
882,1466260,4,"Like, it doesn't waste my time, but I also don't care and don't want to see this."
868,1468539,5,Pipette is a funny word and I am a simple man. 
829,1473002,5,
798,1467739,4,
888,1462911,1,
792,1464894,1,I generally do not like political ads whatsoever. Especially if the ad is trying to persuade me to vote for someone.
824,1466220,2,
819,1472231,5,Too much information on it and it might turn people away
849,1477215,1,
854,1469680,6,
845,1463899,3,
759,1470535,6,
881,1478673,2,
838,1464504,3,
804,1478986,3,It's not clear who is sponsoring this content. It's targeted to a narrow audience but doesn't indicate why. It's narrowly-focused clickbait.
816,1468598,2,
685,1479491,4,"I don't really know how those brands at the bottom relate to the message in the ad, which makes me somewhat unsure about how legitimate it is."
876,1466963,4,Not relevant to me 
822,1470532,1,
766,1463887,5,
885,1464894,1,
844,1470844,5,
663,1463536,6,
811,1470887,3,Not sure of the source
858,1469273,6,
862,1473756,3,
888,1466641,5,
866,1470121,4,
775,1469526,5,
875,1462785,6,
761,1468523,1,
872,1462907,4,
870,1466734,5,
806,1467128,4,
851,1473738,1,
787,1479187,4,
882,1462933,2,"My god, that is an ugly pillow."
852,1475480,2,
869,1480867,3,
858,1466220,6,
854,1469526,2,
885,1463785,4,
824,1463461,6,
849,1471570,4,
777,1464256,2,
864,1465019,5,
729,1474786,2,
785,1461482,3,
868,1465330,5,I am interesting in becoming a writer but the barefoot part just seems strange. 
836,1471171,1,
876,1461542,4,I have no idea what the product is
889,1479017,6,
882,1469526,4,
838,1470395,5,
679,1465703,6,"Volvo is a big brand, so inherently it is more trustworthy. The car looks pretty good too."
879,1462915,2,
833,1465493,4,
870,1468028,4,
856,1462434,5,The big gap make sit hard to read / understand the purpose of the ad but it looks cool.
866,1468157,3,
777,1463579,4,
885,1465472,6,Sexy
872,1469324,3,
775,1472421,4,
842,1480552,4,
862,1468348,1,
912,1480552,5,
852,1467128,7,
759,1467019,5,
810,1471419,4,
871,1476767,3,popping up in the middle is annoying
846,1476143,4,
835,1477704,6,
864,1465919,3,
880,1466200,2,
766,1463888,5,
804,1479071,5,
730,1480749,7,
898,1463782,5,
889,1476790,5,
868,1463954,4,That doesn't sound fun to watch for me. 
699,1471126,2,
833,1463524,6,
848,1463785,3,
896,1466565,6,
857,1480552,4,I have no interest
821,1470821,3,"I thought it was the chocolate company at first, I don't like the name of the company."
658,1470532,6,
901,1477921,7,
859,1468348,4,No
879,1462827,4,
881,1469836,3,
898,1466396,4,
882,1469273,3,
875,1472434,6,
842,1470633,3,
912,1461795,4,
865,1479903,7,
831,1480730,6,
876,1471067,2,I hate seeing trumps face 
819,1466260,5,
846,1468142,6,
756,1477410,1,
911,1461765,2,
679,1463962,5,
792,1477983,3,I like how they showed what I could gain out of seeing the ad but I don't like how big and unappealing it looks.
888,1461781,5,
881,1477184,1,
910,1465919,3,
893,1467128,3,Just to be specific: I think the little drawing on the right is kinda cheap/badly designed. The rest looks decent.
892,1477410,1,
885,1480464,3,
905,1464648,3,
742,1461573,4,
798,1465103,4,
871,1473958,5,it has cool design.
836,1477164,3,
888,1466779,1,
901,1461550,4,
864,1463250,2,
874,1463887,2,
910,1461573,4,
907,1462723,4,
904,1469836,4,I don't like or dislike the ad. That's why I chose neutral.  
679,1461709,1,
879,1472063,4,
896,1475369,4,
867,1462549,1,
882,1476110,2,What is the empty flowchart for? It looks like a weird floor tile pattern.
911,1480749,5,
910,1469561,3,
834,1472231,3,Sounds overpriced
798,1467549,4,
893,1475019,1,"I hate, hate, hate these types of ads. Most of the time they are clickbait, scams, etc."
916,1478285,4,
867,1463160,1,
835,1473002,6,
876,1463461,5,
832,1477859,4,use or purpose for lens is unclear
924,1472231,6,
892,1463875,2,
889,1465628,4,
756,1462660,4,
765,1479139,6,
844,1466855,4,
912,1477945,6,
939,1473380,2,
767,1470503,4,
890,1476817,2,Not that I can think of.
751,1474545,3,It makes me angry by reminding me of all the ways our government is currently propping up those who weren't prepared at the expense of those of us who were.
899,1463160,2,Too busy
924,1469969,5,
896,1463520,6,
805,1470532,7,
945,1463775,2,
838,1472295,5,
889,1462110,7,
876,1466379,4,
947,1468539,4,
898,1465019,4,
955,1472734,3,
869,1471245,4,"Seems unclear but it was refreshing to see an ad with people wearing masks
"
641,1473717,5,
930,1480867,3,
942,1478986,5,
828,1477184,5,It may be humorous.
916,1467681,6,
931,1476817,4,
730,1461542,7,
934,1463962,3,
729,1480728,2,
795,1463224,3,
694,1474796,2,I would bet hard earned money this is NOT advertising any thing to do with science. 
904,1468756,1,I tend to forget trails and end up having to pay them anyway. 
915,1469656,5,
742,1479808,1,We should NO LONGER BE HAVING TO WEAR MASKS. PERIOD.  
879,1470185,4,
933,1477945,3,This ad is not relevant to me.  The design is very bright and annoying. 
943,1461989,3,
878,1466632,4,
663,1479467,4,
707,1463888,6,
889,1468584,6,
912,1471520,1,
862,1479182,1,
831,1479136,1,
898,1473380,5,
875,1461654,5,
795,1463524,5,
695,1470407,2,
885,1480906,2,
819,1474994,2,
939,1470821,2,
859,1463782,4,No
844,1465628,5,
924,1463328,5,
811,1480640,6,
748,1471578,3,I don't understand the ad. I think its about some type of metal working kit but I'm not sure.
838,1463579,6,
841,1478691,3,
908,1478753,3,"Not relevant to me, I don’t have asthma "
920,1473762,3,
907,1477184,3,
878,1471171,3,
729,1469324,5,
658,1476490,2,
905,1467726,4,
901,1467739,4,
903,1462385,2,No
912,1467041,3,
724,1473802,3,
933,1474246,4,This ad is not relevant to me at all. 
880,1473205,1,Obviously fake
874,1469680,4,
866,1476879,4,
856,1469701,6,Simple color scheme which I like
911,1472114,6,
961,1468332,3,
893,1478943,3,
920,1461573,2,
907,1462772,4,
939,1467484,5,
874,1463810,3,
722,1477410,1,
898,1467484,4,
927,1466734,4,
961,1463103,2,Is not cool
872,1470895,5,
905,1465887,5,
845,1464256,4,
955,1462849,2,
765,1473601,5,
920,1471245,5,
953,1464094,6,
903,1473388,1,No
851,1462836,4,
945,1465330,3,
916,1465577,3,
857,1461279,5,not enough information
848,1464988,2,"I believe they are selling an illegal product, although they try to make it look trustworthy."
899,1474812,6,
954,1472638,6,
878,1480523,4,
930,1476790,5,
901,1478147,4,
946,1470503,5,
751,1473440,3,
890,1479939,4,No not really.
864,1479808,5,
871,1461810,5,I used weebly before i believe.  it's good
841,1465793,2,
868,1469715,5,I like being green and I like phone covers. 
955,1473802,2,
908,1468254,2,Very unpleasant to have a rodent interruption 
785,1476202,1,
922,1463520,6,i like streaming
909,1467518,4,I don't believe so
944,1471126,4,
873,1478327,2,
862,1480353,1,
716,1462852,4,"Sometimes these advertisements that lead to websites that have lots of advertisements but give lists (e.g. the 20 most incredible things in history, the 10 most popular music artists of all time, etc) can be fun to look at."
945,1467537,4,
879,1467293,4,
953,1468855,2,
915,1462747,2,
917,1471755,4,
765,1467128,6,
724,1465919,7,
961,1463794,4,
811,1467012,3,Doesn't make a case for its product
959,1467135,3,
901,1463887,7,
942,1473380,1,
934,1463782,2,
931,1480527,5,
832,1468523,1,
872,1475331,1,
866,1480404,4,
868,1466531,5,
923,1463140,2,
890,1479136,1,
927,1480748,3,
864,1464597,4,
904,1461828,3,I don't like Naruto. 
949,1469781,5,
850,1468348,5,
869,1462385,2,
947,1470407,3,
851,1463885,1,
804,1462524,2,"If it's literally an ad for a medical information site, then perhaps this is not as bad, but it's still distasteful."
859,1476767,3,
925,1474812,5,
903,1472114,4,
933,1470185,4,In a quick glance I have no idea what this is. 
862,1463103,1,
930,1475508,5,
883,1480748,5,
922,1468142,6,
871,1461512,6,would be interested to read
873,1468697,2,
954,1462660,4,
899,1466000,3,
910,1472231,5,
896,1461515,4,
953,1469393,3,
767,1462838,1,
779,1466777,5,
913,1466396,3,
943,1480527,5,
915,1475257,6,
892,1463579,4,"I've never heard of this brand. It seems like a legit ad, maybe one I'd see for kohl's."
914,1461515,2,
880,1463931,3,I generally just don’t like ads that pop up and cover the whole screen
911,1462660,7,
960,1469715,5,
975,1475612,5,
959,1463746,5,
910,1473388,2,
694,1475803,1,
834,1463883,1,
828,1476889,5,
946,1463785,3,
955,1480906,2,
939,1480493,1,
931,1466963,3,
907,1468028,4,
805,1469969,6,Ad is very plain
934,1480527,4,
751,1467537,3,
917,1463899,5,
695,1464597,5,
942,1466565,5,
909,1470817,4,I don't think so 
722,1472445,1,
935,1474143,5,
911,1467433,7,
641,1470633,3,
874,1476202,5,
707,1479419,6,
927,1461378,5,
944,1465363,2,
896,1471684,5,
975,1463122,5,
945,1463885,2,
922,1471570,4,
785,1479136,4,
971,1465363,3,
924,1479951,6,
821,1473380,2,Very much a clickbait ad.
955,1475997,2,
949,1466220,4,
954,1479228,2,
744,1472730,6,"What I like this ad for is how well it fits the aesthetic of TMZ's website. I've visited this website in the past and this ad has the white text on black bars that I saw frequently on there. I may not be a fan of TMZ or Facebook, but the ad is to the point, colorful and amusing."
836,1465219,5,
767,1476883,3,
963,1471684,3,I wouldn't use the product. It wouldn't be targeted to me.
960,1472231,3,
893,1466855,4,
900,1476767,5,"It's for a good cause, not trying to sell me something."
920,1465015,7,
699,1465714,4,
959,1463163,3,
939,1462506,4,
946,1465524,5,
945,1466945,3,
841,1475997,5,
742,1476143,2,
895,1462110,4,
975,1465660,5,
899,1472063,5,
695,1473358,6,
944,1473602,4,
947,1476836,5,
924,1478790,4,
961,1468028,6,
641,1473762,2,
917,1463875,4,
907,1466222,4,
936,1479139,4,
923,1464597,1,
953,1467549,5,
920,1468745,6,
925,1463290,4,Doesn’t say much. Assuming it is for a politics based podcast.
970,1477895,4,No
908,1466945,3,I wouldn’t take financial advice from some random company on the internet
943,1471553,4,
874,1466379,4,
909,1464850,7,No
913,1465714,3,
960,1464567,5,
860,1463250,2,It uses the word Native but doesn't explain what a Native ad is or how it differs from other ads.
857,1479701,4,no interestt.  it is for rich people
962,1472003,6,
856,1471216,2,I feel urged to click it but it is not clear what it is about
903,1470231,4,
971,1477944,4,
742,1465925,4,
914,1469347,4,
893,1472484,4,The picture could be way more interesting.
967,1477859,6,
873,1471431,5,
804,1462827,3,
779,1463480,4,
832,1463071,3,
938,1474920,2,
865,1463090,7,
916,1461427,5,
887,1472295,3,
937,1465856,5,"Looks like everything is shoved into a corner, or is that he point of need?"
933,1467518,5,Simple and relevant ad.  It's ok. 
899,1472730,4,
961,1475803,4,
981,1466531,4,
953,1465924,1,
834,1466420,4,
863,1464597,6,I like that it's helpful
994,1479467,2,
905,1465270,6,
949,1467521,3,
905,1480552,5,
934,1477983,4,
928,1479136,2,
996,1473358,3,"Captures my interest being local, but the click-bait aspect really turns me off."
850,1466855,3,I really dont know what it's for I can guess
828,1461989,3,
994,1466412,2,
922,1461810,3,
918,1463931,6,"The more ads like this that people see, the more masking is taken as a given and necessary."
979,1468874,5,
810,1467012,3,Money related--it feels like they want my money even though this is just opening an account which I have no interest in doing.
916,1470535,4,What is an art hound? I recognize MPR... 
863,1469656,5,
836,1465493,4,
751,1466565,3,Bad taste to advertise travel during a pandemic.
992,1471067,1,
962,1463899,3,
892,1472265,2,
902,1472734,4,It is not a topic that interests me.
947,1477932,4,
960,1462850,3,
931,1463883,2,
994,1462827,3,
930,1463103,2,
919,1474143,4,
859,1476838,5,
996,1472186,4,
847,1471684,5,If clearly shows that it’s a lip product and the wording is simple.
946,1480906,2,
900,1475369,3,Not relevant to me and I don't love to logo/design here. Doesn't seem very high quality.
987,1466779,3,
968,1465103,4,
960,1472734,5,
848,1477984,4,"I know nothing about patent applications, nor do I know what USPTO refers to."
926,1472638,4,
887,1465524,6,
925,1474724,6,
892,1462827,1,
915,1470614,4,
972,1476550,2,
934,1475803,2,
707,1463524,6,
935,1466795,3,
859,1476110,4,
922,1469567,6,
971,1474410,4,
865,1479182,7,
861,1469331,6,
878,1466222,4,
913,1469781,4,
933,1477984,4,Very boring
975,1461275,2,
903,1476202,2,
963,1474471,3,I don't like the shoes. It's clearly 50% off.
890,1467293,4,
931,1477968,6,
968,1466501,1,
930,1469144,5,
919,1466412,2,
915,1463816,5,
954,1470817,1,
947,1470790,4,a bit confusing to read
663,1474819,6,
861,1477164,6,
972,1478707,2,
942,1470340,1,
724,1464094,5,
779,1462915,1,
970,1468087,5,Just cant grasp if they are selling trucks or what?
927,1477944,2,
946,1470246,2,
904,1467959,6,It's about the food I'm interested in.  
999,1472601,4,
973,1467293,4,
917,1479071,4,
959,1469745,4,
914,1465703,6,
936,1478147,3,
979,1471867,6,
878,1480905,5,
796,1470578,6,
963,1466795,4,I don't care about document management.
895,1473602,3,
975,1467521,3,
959,1470887,5,
938,1475601,4,
954,1476876,6,
765,1480643,7,
909,1476876,6,I don't believe so 
748,1477215,5,I like novelty t-shirts but I wouldn't be interested in any of these in the ad.
908,1471431,6,Cool shirts. Ad is not pushy.
972,1466411,2,
981,1466795,4,Why would I want to download a file from a Site that I never heard of.
724,1472730,6,
942,1477944,2,
1009,1474249,5,
927,1479419,6,
796,1463782,5,
928,1463277,6,
970,1464648,3,
979,1464567,4,
800,1462850,3,
1011,1480464,4,
917,1478327,3,
919,1478707,5,
966,1470340,1,"I liked the ad because the lady is pretty, but I dislike the ad because it seems entirely clickbaity."
765,1461378,6,
850,1465714,4,
890,1462915,2,"They are picking on someone who is dead, which is pretty shady and low."
904,1462162,2,I don't like at the hiddden fees and other stuff with it. 
949,1468855,4,
935,1464793,4,
962,1470790,5,
977,1463962,4,
880,1465015,7,I think it goes with the website and isn’t really hindering your viewing like a pop up ad.
994,1473358,4,
926,1461550,2,
992,1463962,2,
1020,1480596,4,
943,1472484,3,
1002,1477215,3,
884,1467218,4,"The ad is not 100 clear. I'm not interested in terms and it looks like a credit card, which does not interest me either."
973,1478922,3,
1006,1470231,5,
1007,1461765,4,
902,1476879,3,
909,1472434,7,Nope
1011,1470395,1,
938,1472499,5,
863,1475331,4,
800,1469786,5,
1009,1465916,1,
982,1472421,2,
873,1464590,5,
1018,1463931,3,
974,1470633,4,
944,1479939,4,
985,1475695,4,
996,1466734,2,
796,1478691,2,
1031,1471488,4,
918,1469781,2,
967,1480640,6,
751,1478943,3,
913,1473717,2,
986,1477215,1,
861,1480867,2,
994,1480433,3,
1021,1464648,3,
987,1477968,5,
1011,1467041,4,
981,1463931,4,That mask design looks tacky 
883,1480730,2,I suspect that this ad is trying to leverage Covid-19 paranoia to manipulate people into supporting harmful anti-free market legislation.
1002,1466501,4,
845,1469039,4,
880,1463487,5,
936,1480728,5,
971,1474632,3,
968,1470185,5,
967,1475612,6,
800,1463806,3,
1031,1466779,3,
993,1469647,3,
972,1463487,3,
1019,1467537,4,
944,1467959,3,
641,1463746,5,
1014,1479467,1,
992,1463396,2,
834,1463888,2,
1009,1466641,6,
906,1473546,6,
919,1475480,2,
887,1462575,1,
1005,1476817,4,
972,1467019,3,
1023,1468079,2,
970,1478691,3,
873,1461795,6,
977,1466795,3,
641,1465925,5,
1006,1463748,4,
979,1479187,5,
937,1467012,1,"Why would I want to buy a cd, so the bank could get credit for donating the interest earned from it? If I want to donate the interest, I'll do it myself, to charities that I choose."
984,1476603,6,
1036,1464649,4,
1005,1464988,1,
701,1473440,7,none
860,1480433,2,"The picture of the egg yolk oozing out looks disgusting. The ad also uses threatening language such as ""before it's too late""."
908,1472173,2,I don’t even know what this is so I know I don’t need it
971,1473388,3,
943,1465015,4,
1020,1463140,6,
1018,1480353,4,
1020,1478837,4,
926,1467892,3,
949,1462524,3,
748,1469814,2,
925,1468503,3,I think it will be one of those articles that you click on that has about 200 ads and is set up like a slide show that has about 20 slides and when you finally get to the end it doesn’t actually offer value.
1035,1472173,2,
999,1466220,5,
1018,1476143,3,
779,1469473,6,
1038,1477945,5,
895,1464567,4,
913,1474994,3,
1031,1467474,5,
1002,1465162,6,
991,1465385,6,The product itself doesn't appeal to me.
941,1468122,4,
987,1479017,1,
1033,1478285,2,
1021,1469647,6,
1000,1471867,2,
663,1473802,1,
1045,1476817,3,
935,1472186,6,
914,1470355,3,
902,1477197,1,"Of course, I detest Trump but also--what is the POINT here?"
963,1465577,3,Sound sketchy
974,1461279,4,
973,1477101,4,
997,1465132,2,
966,1477895,6,I like the colors used in the design.
1019,1473756,2,Clickbait
848,1464747,2,Not a fan of Fox news nor what they stand for.
1060,1469781,4,
1046,1470203,6,
845,1462792,4,
919,1470246,4,
840,1463837,7,Idea of what to prepare and stock up on.
841,1467484,6,
1038,1470817,2,
985,1480771,5,
1014,1472124,2,
1070,1470114,4,
1017,1474351,4,
1035,1469324,5,
1033,1478922,7,
979,1480596,4,
1052,1475612,6,
1019,1461709,2,
988,1465380,6,
1008,1471431,4,
1059,1474812,4,"The ad is just not relevant to me, so I don't have a strong opinion about it."
967,1471178,3,
983,1479139,5,
1016,1472445,2,no
1047,1473666,4,
1046,1468087,7,
1007,1463887,5,
894,1462442,1,
928,1469144,2,
1020,1467945,4,
1021,1469656,5,
986,1473914,3,
982,1463816,5,
993,1468079,3,
1005,1461378,6,
1015,1475612,4,Ad would not apply to me.
935,1467433,6,
1030,1464542,1,
900,1466379,4,"It's unclear but it looks like the ad might autoplay a snippet of the song. If it plays music without you interacting with the ad, I would very much have a negative reaction to it. If that's not the case, then it's a clean design and not a bad ad."
1038,1465385,5,
1014,1463986,1,
834,1463063,2,
925,1465887,4,
1035,1465162,2,
968,1469781,3,
1011,1472114,5,
1070,1466424,4,
1036,1471178,2,
970,1461378,3,
1018,1465628,3,
779,1462839,1,
884,1463163,6,"I'm not interested much in the product, but it's an attractive ad."
796,1477859,3,
1052,1468959,4,
1020,1461270,5,
1033,1461989,4,
967,1474809,6,
1031,1469786,5,
1000,1479903,1,
1079,1466945,3,
1056,1468148,4,
1060,1478986,3,This ad generally is a scare tactic for the elderly. Awful and distasteful. 
1018,1478922,3,
810,1480906,3,"It's inoffensive to look at, but I hardly know what it's an ad for at a glance and the lack of work put into it makes it look like a scam."
1008,1468756,1,
1062,1476603,2,NA
1045,1462728,4,
914,1473601,2,
1063,1467521,4,
966,1465925,6,
997,1465095,4,
963,1473738,4,
964,1473802,2,
1070,1462442,3,
800,1461828,6,
988,1473602,5,
993,1471245,4,
1011,1462839,1,
926,1469473,5,
985,1467433,6,
1080,1478334,4,
962,1470185,6,
986,1478691,2,
1023,1468866,1,Schools that advertise like this are usually not accredited and degree mills.
1079,1469567,3,
950,1479071,5,
1052,1462933,5,
991,1464793,4,
699,1475479,4,
1008,1465793,1,
936,1464988,4,
1016,1476615,4,no
796,1477175,2,
1046,1473440,6,
918,1477037,4,
999,1472186,6,
989,1467549,4,"I like how small it is. It's not relevant to me personally, but it's good"
847,1477175,2,I didn’t get the ad.  The girl is dressed inappropriately.  
1060,1479291,5,
1007,1474724,6,
1036,1462575,2,
1015,1468866,2,
1043,1462911,5,
1069,1480771,5,
926,1466575,1,
857,1467518,6,
767,1469561,2,
841,1467912,7,
1056,1462911,4,
1006,1465925,4,
1079,1462728,4,
1017,1463954,3,
906,1477968,6,
800,1475479,2,
964,1468254,3,
973,1466200,4,
1080,1467518,2,
1047,1464649,2,
981,1471067,1,
1068,1479062,2,
938,1461798,4,
988,1480493,6,
1062,1468254,3,
1009,1466632,4,
968,1468697,3,
1063,1469039,4,
998,1473546,4,No 
1077,1466945,5,nope
1026,1464649,3,
974,1472063,5,
982,1469701,5,
1059,1461989,4,"I'm not sure I like the image used, as it's a weird angle of an old-looking shack."
1050,1480596,4,
832,1474471,4,
1031,1471520,3,
928,1465856,4,
964,1469701,5,
1056,1462162,4,
962,1475612,4,
983,1462911,2,
1015,1468503,1,
902,1466396,5,
1045,1462915,2,Slightly uncomfortable since it's referring to death.
987,1461989,3,
1039,1461515,3,
701,1464850,7,none
937,1466424,4,Not enough information about product.
1038,1465628,3,
977,1471755,2,
767,1470355,2,
1068,1471808,2,
1004,1465472,4,
991,1461828,2,
1054,1467549,4,
1047,1475428,2,
1066,1480730,6,
883,1475428,3,
1061,1465019,5,
1000,1465218,1,
1080,1466565,4,
980,1478753,5,I don’t have asthma nor do I know anyone who is close to me that has it.  I would totally ignore this ad if I saw it.
950,1466493,4,
1062,1469915,6,
973,1464590,5,
1072,1470895,3,
894,1474471,3,
1017,1480433,3,
1009,1468122,1,
1021,1475331,6,
1035,1478673,5,
1043,1464597,3,
941,1463962,2,Not interested in product
1032,1469144,4,No I do not understand what this ad is for
1016,1467945,4,no
1068,1474809,1,
984,1467474,4,
951,1468874,4,
1025,1467945,3,
1063,1472124,4,
1033,1461505,4,
1086,1473914,1,
1079,1475428,3,
1101,1470395,2,
987,1468087,2,
936,1478334,4,
1075,1465916,1,Looks like one click away from getting malware on your computer.
986,1472124,3,
1019,1473546,4,
958,1467518,2,"There's no direct reason why I would be interested in this product, and a lot of times these reviews are fake, and give me no meaningful information as I don't know if PCMag actually said any of that stuff."
1084,1468122,1,
1052,1470614,4,
1060,1480596,6,
997,1479951,4,"I am interested in geneology and I am Irish, so I was mildly interestd."
1023,1480748,1,"These look like the shirts that algorithms design. ""My name is (KAREN) and I am a (SCORPIO) and I KICK ASS!"" type of thing."
928,1480596,2,
1038,1465793,1,
840,1473762,4,
985,1477921,5,
1071,1474351,4,"I never trust these, because I believe they are usually clickbait."
1085,1480640,3,
999,1471243,4,
856,1474920,7,Looks like a trustworthy guy.
1059,1474246,4,"I personally don't know what this is, so I don't have a strong opinion about it."
1070,1476898,4,
1072,1465673,1,
1110,1476898,1,
902,1463250,4,
847,1464850,4,This probably wouldn’t catch my eye.   I am not a dog owner. 
1012,1470872,6,"I thought the ""lit up"" text was a little odd or random"
1035,1479951,3,
1103,1468855,3,
1079,1461828,3,
1060,1470395,2,
1033,1473717,1,
1003,1468745,4,
952,1475019,3,
1052,1466876,4,
860,1462849,3,"It is boring and not a topic I'm interested in, also is clickbait as it want's  you to click to see why Washington is a bad place to retire. "
999,1465793,4,
985,1470887,5,
1050,1466000,5,I'm a little skeptical that clicking it would actually take me to a real disability application page and not some sort of scam.
1021,1463883,3,
1056,1479139,3,
1026,1474819,3,
1065,1479291,4,
950,1470614,4,
884,1480728,4,
1084,1470633,2,
1054,1477945,3,
1014,1474724,2,
1101,1476238,3,
1087,1477932,4,
1006,1477175,1,
1070,1468874,4,
1043,1465162,3,
1066,1476603,2,
1085,1477335,1,
952,1473205,5,
986,1471414,4,
1022,1466738,5,
992,1477335,2,
1019,1464751,4,Nothing too special
1039,1470121,5,
1008,1480404,3,
1069,1470895,4,
951,1463748,4,
861,1461270,4,
850,1465924,5,
1040,1461270,4,
906,1480748,2,
1036,1471067,1,
1107,1474143,5,
1042,1479139,4,
1047,1473802,2,
1071,1473717,2,
958,1465106,1,
993,1474786,4,
1072,1478943,4,
1001,1465577,5,"It seems like an interesting topic , so I am intrigued by it"
1056,1463816,3,
856,1465811,7,Good brand and also good design.
952,1478673,3,
1045,1463140,3,
1046,1465106,2,
1084,1463071,1,
941,1478673,2,
1103,1469565,4,
1048,1465218,1,
1080,1463063,6,
1086,1466995,4,It wasn't clickbait at least.
964,1462723,6,
981,1471243,1,Looks gross also
1008,1473601,1,
1092,1470246,5,
992,1477410,1,
1101,1463396,2,
1077,1478444,3,it looks like it is for a gossip magazine; looks like it will cause 3 new windows to pop up if i click on it 
1063,1471419,5,
895,1470895,3,
1054,1479540,5,
991,1470114,4,
1032,1462549,2,"I have clicked on these before,and they are misleading"
1007,1472445,1,
966,1476603,4,The lady is pretty and I like that.
1085,1471126,5,
900,1480493,2,Fox Nation is very biased and the spin they present on their programming is not something i'm interested in. 
996,1465472,5,
1066,1461512,3,
1015,1476876,5,
857,1462442,3,is confusing
1014,1470355,1,
1005,1463063,2,
1112,1474249,4,
1065,1469659,3,
1103,1473773,1,
1002,1471126,6,
964,1471520,6,
998,1475479,4,No
1080,1461709,4,
1006,1466065,4,
1047,1464504,2,
1017,1470872,4,
887,1479903,5,
1050,1470203,5,
993,1478334,3,
1016,1464988,2,no
1030,1477983,1,
1071,1469324,4,"Nice clothes, looks like a real store."
1046,1475331,6,
1095,1464988,1,The last thing I'm interested in is putting my financial services in a random internet company via a random ad. 
989,1463277,5,"The icons are fun but it's a big bigger than I'd like, and I'm not wild about the product itself"
1087,1476136,6,
861,1466501,6,
1110,1469561,1,I don't really understand why people would promote their tweets off Twitter?
894,1469701,3,
1036,1465380,2,
1059,1478790,2,
1086,1463290,4,
1058,1472601,2,N/A
1109,1462723,4,
1039,1462506,2,
1017,1478986,4,
1099,1461495,6,
974,1467681,4,It's not something I'd click on
938,1480433,3,
1015,1473756,1,
1002,1465015,6,
965,1464906,6,
1078,1471808,3,
952,1479540,7,
1064,1476883,5,It’s not too big so it’s not annoying or distracting. 
1063,1463254,3,
951,1474545,4,
1041,1476883,5,It seems to match the general website theme so that's good too.
1012,1466396,6,
1075,1469659,4,"I can see now it's about pet adoption but at first it seems like an ad for something that relates to Zoom conference calls, which is why it's unclear."
828,1471488,5,It caught my attention; something I'd like to be able to do..... But there is always a catch.
952,1477335,5,
1092,1461550,6,
863,1466065,1,
980,1463748,5,
982,1463806,4,
1067,1471867,5,
1068,1463254,3,
1032,1479808,7,No
1059,1477175,1,
744,1476967,4,"There's not enough information in this ad that satisfies me. How does a solar battery storage unit make me money? I could click the ad to learn more, but I want an explanation within the ad because as it is, it's set up as clickbait."
1016,1480081,6,no
991,1469039,6,
832,1466501,2,"The type of ad that if clicked, will lead you down a rabbit hole, so to speak."
966,1473756,1,
1112,1468523,5,
869,1465524,4,
1113,1465717,3,
958,1470429,1,
699,1461781,3,
1096,1461830,4,
995,1464410,3,
1065,1466565,4,
1094,1476879,2,It just looks sketchy and misleading
1069,1472434,5,
1107,1462834,4,
1089,1469101,5,
974,1478334,4,
1003,1465095,4,
1026,1477984,3,I’m not even sure of the name of the company.
1098,1465577,2,
1087,1476879,3,
1062,1461495,5,
1095,1478334,1,
997,1468157,4,"I like the dog, and the product looks kind, and dog friendly."
1023,1480728,2,"Looks spammy, the link is also unrelated to what it's selling."
1067,1468122,4,
918,1468756,1,
1048,1465106,1,
1007,1480730,7,
1068,1480464,2,
